genome	host_species	cluster	family	genus
EHA02583_bin.84	Sciurus_carolinensis	7047	f__Gastranaerophilaceae	g__Scatousia
EHA02594_bin.71	Sciurus_carolinensis	2078	f__CAG-239	g__
EHA02594_bin.55	Sciurus_carolinensis	5621	f__Lachnospiraceae	g__Acetatifactor
EHA02594_bin.74	Sciurus_carolinensis	5617	f__Lachnospiraceae	g__Acetatifactor
EHA02594_bin.107	Sciurus_carolinensis	5534	f__Lachnospiraceae	g__Blautia_A
EHA02594_bin.5	Sciurus_carolinensis	5610	f__Lachnospiraceae	g__CAG-95
EHA02594_bin.67	Sciurus_carolinensis	5611	f__Lachnospiraceae	g__CAG-510
EHA02594_bin.109	Sciurus_carolinensis	5642	f__Lachnospiraceae	g__Copromonas
EHA02594_bin.99	Sciurus_carolinensis	4918	f__Oscillospiraceae	g__Dysosmobacter
EHA02594_bin.105	Sciurus_carolinensis	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA02594_bin.106	Sciurus_carolinensis	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA02594_bin.8	Sciurus_carolinensis	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA02594_bin.91	Sciurus_carolinensis	4897	f__Oscillospiraceae	g__Lawsonibacter
EHA02594_bin.53	Sciurus_carolinensis	1154	f__Bacteroidaceae	g__Mediterranea
EHA02594_bin.33	Sciurus_carolinensis	5518	f__Lachnospiraceae	g__Schaedlerella
EHA02594_bin.11	Sciurus_carolinensis	6379	f__Peptococcaceae	g__UBA7185
EHA02594_bin.95	Sciurus_carolinensis	5633	f__Lachnospiraceae	g__Ventrimonas
EHA00565_bin.26	Podarcis_pityusensis	5602	f__Lachnospiraceae	g__
EHA00565_bin.1	Podarcis_pityusensis	1146	f__Bacteroidaceae	g__Bacteroides
EHA00565_bin.13	Podarcis_pityusensis	1146	f__Bacteroidaceae	g__Bacteroides
EHA00565_bin.15	Podarcis_pityusensis	1146	f__Bacteroidaceae	g__Bacteroides
EHA00565_bin.18	Podarcis_pityusensis	1146	f__Bacteroidaceae	g__Bacteroides
EHA00565_bin.29	Podarcis_pityusensis	1146	f__Bacteroidaceae	g__Bacteroides
EHA00565_bin.25	Podarcis_pityusensis	6694	f__Erysipelotrichaceae	g__Breznakia
EHA00565_bin.4	Podarcis_pityusensis	5610	f__Lachnospiraceae	g__CAG-95
EHA00565_bin.17	Podarcis_pityusensis	5636	f__Lachnospiraceae	g__CHH4-2
EHA00565_bin.24	Podarcis_pityusensis	5639	f__Lachnospiraceae	g__Enterocloster
EHA00565_bin.11	Podarcis_pityusensis	3284	f__Enterobacteriaceae	g__Escherichia
EHA00565_bin.16	Podarcis_pityusensis	5636	f__Lachnospiraceae	g__Hungatella_A
EHA00565_bin.3	Podarcis_pityusensis	3284	f__Enterobacteriaceae	g__Klebsiella
EHA00565_bin.27	Podarcis_pityusensis	7047	f__Gastranaerophilaceae	g__Scatousia
EHA00721_bin.1	Podarcis_pityusensis	5633	f__Lachnospiraceae	g__
EHA00721_bin.4	Podarcis_pityusensis	5602	f__Lachnospiraceae	g__
EHA00728_bin.13	Podarcis_pityusensis	5719	f__Lachnospiraceae	g__
EHA00728_bin.20	Podarcis_pityusensis	5633	f__Lachnospiraceae	g__
EHA00720_bin.8	Podarcis_pityusensis	1141	f__Bacteroidaceae	g__
EHA00725_bin.4	Podarcis_pityusensis	5633	f__Lachnospiraceae	g__
EHA00723_bin.22	Podarcis_pityusensis	5611	f__Lachnospiraceae	g__
EHA00723_bin.7	Podarcis_pityusensis	5719	f__Lachnospiraceae	g__
EHA00724_bin.8	Podarcis_pityusensis	5524	f__Lachnospiraceae	g__
EHA00726_bin.35	Podarcis_pityusensis	5532	f__Lachnospiraceae	g__
EHA00726_bin.6	Podarcis_pityusensis	2078	f__CAG-239	g__
EHA00717_bin.20	Podarcis_pityusensis	5633	f__Lachnospiraceae	g__
EHA00717_bin.25	Podarcis_pityusensis	5524	f__Lachnospiraceae	g__
EHA00726_bin.20	Podarcis_pityusensis	6335	f__	g__
EHA00719_bin.6	Podarcis_pityusensis	2949	f__Aeromonadaceae	g__Aeromonas
EHA00719_bin.10	Podarcis_pityusensis	499	f__Akkermansiaceae	g__Akkermansia
EHA00727_bin.5	Podarcis_pityusensis	1029	f__Rikenellaceae	g__Alistipes
EHA00721_bin.3	Podarcis_pityusensis	1029	f__Rikenellaceae	g__Alistipes
EHA00721_bin.8	Podarcis_pityusensis	1029	f__Rikenellaceae	g__Alistipes
EHA00726_bin.10	Podarcis_pityusensis	1029	f__Rikenellaceae	g__Alistipes
EHA00726_bin.5	Podarcis_pityusensis	1029	f__Rikenellaceae	g__Alistipes
EHA00722_bin.32	Podarcis_pityusensis	1029	f__Rikenellaceae	g__Alistipes
EHA00719_bin.24	Podarcis_pityusensis	1029	f__Rikenellaceae	g__Alistipes
EHA00722_bin.29	Podarcis_pityusensis	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA00717_bin.53	Podarcis_pityusensis	6205	f__Anaerovoracaceae	g__Bacilliculturomica
EHA00719_bin.25	Podarcis_pityusensis	1146	f__Bacteroidaceae	g__Bacteroides
EHA00725_bin.13	Podarcis_pityusensis	1146	f__Bacteroidaceae	g__Bacteroides
EHA00724_bin.20	Podarcis_pityusensis	1146	f__Bacteroidaceae	g__Bacteroides
EHA00726_bin.12	Podarcis_pityusensis	1146	f__Bacteroidaceae	g__Bacteroides
EHA00717_bin.37	Podarcis_pityusensis	1146	f__Bacteroidaceae	g__Bacteroides
EHA00727_bin.6	Podarcis_pityusensis	1146	f__Bacteroidaceae	g__Bacteroides
EHA00724_bin.15	Podarcis_pityusensis	1146	f__Bacteroidaceae	g__Bacteroides
EHA00726_bin.28	Podarcis_pityusensis	1146	f__Bacteroidaceae	g__Bacteroides
EHA00726_bin.30	Podarcis_pityusensis	1146	f__Bacteroidaceae	g__Bacteroides
EHA00722_bin.13	Podarcis_pityusensis	3547	f__Desulfovibrionaceae	g__Bilophila
EHA00727_bin.4	Podarcis_pityusensis	2	f__Brevinemataceae	g__Brevinema
EHA00727_bin.9	Podarcis_pityusensis	6694	f__Erysipelotrichaceae	g__Breznakia
EHA00719_bin.2	Podarcis_pityusensis	6694	f__Erysipelotrichaceae	g__Breznakia
EHA00726_bin.32	Podarcis_pityusensis	6694	f__Erysipelotrichaceae	g__Breznakia
EHA00717_bin.17	Podarcis_pityusensis	3284	f__Enterobacteriaceae	g__Buttiauxella
EHA00717_bin.11	Podarcis_pityusensis	5610	f__Lachnospiraceae	g__CAG-95
EHA00722_bin.7	Podarcis_pityusensis	5610	f__Lachnospiraceae	g__CAG-95
EHA00728_bin.17	Podarcis_pityusensis	2077	f__CAG-239	g__CAZU01
EHA00724_bin.3	Podarcis_pityusensis	2077	f__CAG-239	g__CAZU01
EHA00722_bin.17	Podarcis_pityusensis	5641	f__Lachnospiraceae	g__Clostridium_Q
EHA00725_bin.12	Podarcis_pityusensis	6683	f__Coprobacillaceae	g__Coprobacillus
EHA00725_bin.8	Podarcis_pityusensis	5642	f__Lachnospiraceae	g__Copromonas
EHA00728_bin.7	Podarcis_pityusensis	3553	f__Desulfovibrionaceae	g__Desulfovibrio
EHA00722_bin.33	Podarcis_pityusensis	3553	f__Desulfovibrionaceae	g__Desulfovibrio
EHA00726_bin.18	Podarcis_pityusensis	5605	f__Lachnospiraceae	g__Eisenbergiella
EHA00719_bin.4	Podarcis_pityusensis	3284	f__Enterobacteriaceae	g__Enterobacter
EHA00724_bin.6	Podarcis_pityusensis	3284	f__Enterobacteriaceae	g__Enterobacter
EHA00717_bin.27	Podarcis_pityusensis	3284	f__Enterobacteriaceae	g__Enterobacter
EHA00728_bin.5	Podarcis_pityusensis	3284	f__Enterobacteriaceae	g__Escherichia
EHA00726_bin.34	Podarcis_pityusensis	3284	f__Enterobacteriaceae	g__Escherichia
EHA00728_bin.14	Podarcis_pityusensis	5021	f__Acutalibacteraceae	g__Fimenecus
EHA00717_bin.31	Podarcis_pityusensis	5021	f__Acutalibacteraceae	g__Fimenecus
EHA00728_bin.11	Podarcis_pityusensis	5104	f__Ruminococcaceae	g__Fimivivens
EHA00725_bin.17	Podarcis_pityusensis	5104	f__Ruminococcaceae	g__Fimivivens
EHA00717_bin.41	Podarcis_pityusensis	5104	f__Ruminococcaceae	g__Fimivivens
EHA00722_bin.1	Podarcis_pityusensis	5104	f__Ruminococcaceae	g__Fimivivens
EHA00719_bin.15	Podarcis_pityusensis	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA00726_bin.31	Podarcis_pityusensis	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA00726_bin.16	Podarcis_pityusensis	5518	f__Lachnospiraceae	g__Hespellia
EHA00726_bin.9	Podarcis_pityusensis	5635	f__Lachnospiraceae	g__Hungatella
EHA00720_bin.11	Podarcis_pityusensis	5602	f__Lachnospiraceae	g__JAAYNV01
EHA00725_bin.16	Podarcis_pityusensis	5602	f__Lachnospiraceae	g__JAAYNV01
EHA00717_bin.40	Podarcis_pityusensis	5602	f__Lachnospiraceae	g__JAAYNV01
EHA00722_bin.20	Podarcis_pityusensis	5602	f__Lachnospiraceae	g__JAAYNV01
EHA00722_bin.9	Podarcis_pityusensis	5602	f__Lachnospiraceae	g__JAAYNV01
EHA00722_bin.25	Podarcis_pityusensis	5448	f__Anaerotignaceae	g__JAAYQI01
EHA00726_bin.2	Podarcis_pityusensis	5536	f__Lachnospiraceae	g__JALFVM01
EHA00726_bin.7	Podarcis_pityusensis	5536	f__Lachnospiraceae	g__JALFVM01
EHA00726_bin.24	Podarcis_pityusensis	5597	f__Lachnospiraceae	g__Kineothrix
EHA00722_bin.31	Podarcis_pityusensis	5597	f__Lachnospiraceae	g__Kineothrix
EHA00723_bin.9	Podarcis_pityusensis	7066	f__Gastranaerophilaceae	g__Limenecus
EHA00722_bin.11	Podarcis_pityusensis	5698	f__Lachnospiraceae	g__MGBC136627
EHA00727_bin.7	Podarcis_pityusensis	5601	f__Lachnospiraceae	g__MGBC143606
EHA00719_bin.9	Podarcis_pityusensis	5601	f__Lachnospiraceae	g__MGBC143606
EHA00727_bin.8	Podarcis_pityusensis	909	f__Marinifilaceae	g__Odoribacter
EHA00719_bin.5	Podarcis_pityusensis	908	f__Marinifilaceae	g__Odoribacter
EHA00726_bin.33	Podarcis_pityusensis	907	f__Marinifilaceae	g__Odoribacter
EHA00726_bin.3	Podarcis_pityusensis	1141	f__Bacteroidaceae	g__OM05-12
EHA00722_bin.22	Podarcis_pityusensis	4920	f__Oscillospiraceae	g__Oscillibacter
EHA00718_bin.6	Podarcis_pityusensis	1159	f__Tannerellaceae	g__Parabacteroides
EHA00721_bin.9	Podarcis_pityusensis	1159	f__Tannerellaceae	g__Parabacteroides
EHA00719_bin.26	Podarcis_pityusensis	1159	f__Tannerellaceae	g__Parabacteroides
EHA00724_bin.24	Podarcis_pityusensis	1159	f__Tannerellaceae	g__Parabacteroides
EHA00717_bin.24	Podarcis_pityusensis	1159	f__Tannerellaceae	g__Parabacteroides
EHA00722_bin.10	Podarcis_pityusensis	1159	f__Tannerellaceae	g__Parabacteroides
EHA00722_bin.18	Podarcis_pityusensis	1159	f__Tannerellaceae	g__Parabacteroides
EHA00728_bin.4	Podarcis_pityusensis	1159	f__Tannerellaceae	g__Parabacteroides
EHA00720_bin.5	Podarcis_pityusensis	1159	f__Tannerellaceae	g__Parabacteroides
EHA00726_bin.13	Podarcis_pityusensis	1159	f__Tannerellaceae	g__Parabacteroides
EHA00726_bin.26	Podarcis_pityusensis	1159	f__Tannerellaceae	g__Parabacteroides
EHA00719_bin.17	Podarcis_pityusensis	1161	f__Tannerellaceae	g__Parabacteroides_B
EHA00717_bin.50	Podarcis_pityusensis	1161	f__Tannerellaceae	g__Parabacteroides_B
EHA00722_bin.26	Podarcis_pityusensis	1161	f__Tannerellaceae	g__Parabacteroides_B
EHA00725_bin.9	Podarcis_pityusensis	6793	f__Anaeroplasmataceae	g__Pelethenecus
EHA00717_bin.16	Podarcis_pityusensis	6793	f__Anaeroplasmataceae	g__Pelethenecus
EHA00717_bin.44	Podarcis_pityusensis	6793	f__Anaeroplasmataceae	g__Pelethenecus
EHA00722_bin.34	Podarcis_pityusensis	1141	f__Bacteroidaceae	g__Phocaeicola
EHA00719_bin.3	Podarcis_pityusensis	5601	f__Lachnospiraceae	g__RGIG3002
EHA00725_bin.3	Podarcis_pityusensis	6379	f__Peptococcaceae	g__RGIG6463
EHA00724_bin.14	Podarcis_pityusensis	5576	f__Lachnospiraceae	g__Roseburia
EHA00722_bin.16	Podarcis_pityusensis	5576	f__Lachnospiraceae	g__Roseburia
EHA00726_bin.42	Podarcis_pityusensis	6687	f__Coprobacillaceae	g__Thomasclavelia
EHA00726_bin.22	Podarcis_pityusensis	5633	f__Lachnospiraceae	g__Ventrimonas
